first_name,last_name,state,salary,tenure,credit_score,age,loan_amount,interest_rate,checking_savings,existing_debt
Paulita,MacGebenay,NE,$30861.47,15,697,39,$291146.01,2.7,8983.11,$52288.49
Armando,Hunday,MO,$27786.51,22,722,70,$230425.97,3.9,4924.63,$67290.31
Anson,Bradford,NC,$41170.84,28,727,29,$344338.68,3.4,-499.22,$25785.02
Gabriello,Sclater,TX,$42136.73,22,659,55,$370138.68,3.0,7484.97,$72925.42
Sydel,Anfusso,NY,$44182.96,11,433,22,$21689.26,2.7,6246.86,$17279.33
Magdalen,Catlow,MN,$53658.83,2,421,33,$395312.64,3.6,6189.63,$58555.13
Niki,Bensen,DC,$45080.14,21,390,52,$96713.82,3.2,3665.12,$19709.12
Hedy,Olive,AZ,$52600.62,15,709,82,$226773.07,3.4,6674.52,$14233.16
Valentijn,McCaughren,CA,$55010.14,13,664,68,$164844.79,3.2,948.23,$50046.54
Chandal,Bubeer,NC,$27202.31,19,691,27,$191392.19,3.4,-807.86,$2333.62
Kendall,Borsay,VA,$37891.53,17,820,55,$85706.30,3.4,6678.78,$48556.28
Estelle,Oxx,LA,$48287.74,10,563,43,$468706.03,2.8,8251.61,$57803.51
Coriss,Moorhead,ND,$39711.25,2,563,61,$160900.17,3.5,6582.24,$51490.84
Catherine,Gradly,NM,$32226.40,18,391,50,$385596.54,2.9,7538.1,$57398.64
Pearce,Meo,TX,$51967.32,25,701,49,$132569.67,3.1,9700.31,$60046.24
Eolande,Huddleston,OK,$42779.50,18,421,42,$259247.87,2.9,6046.65,$38923.23
Nestor,Leechman,TX,$49843.95,23,837,80,$49970.42,2.9,7795.73,$41486.53
Ronica,Norcock,CA,$57836.98,24,535,71,$219693.09,4.0,4354.34,$7419.61
Adriaens,O'Sheeryne,SC,$28135.03,7,592,48,$258757.20,3.5,1129.05,$34902.41
Marita,Dunlop,MN,$53815.82,2,745,73,$186850.64,3.8,9612.29,$14547.15
Jasun,Mathissen,FL,$39596.30,10,491,42,$318603.66,3.3,9236.89,$10334.31
Frans,Midghall,KS,$31866.40,21,488,80,$232705.92,3.7,1814.3,$43194.41
Stella,Normanvell,DC,$41804.95,3,422,46,$10284.31,3.6,9580.13,$60101.01
Gillie,Grimme,MO,$31875.52,21,719,80,$198621.46,3.5,9500.98,$49361.62
Winifield,Oakenfield,PA,$51321.54,9,633,33,$455599.03,3.6,1512.76,$53630.53
Yettie,Pinnijar,AZ,$33556.44,5,772,66,$11326.37,3.6,8245.46,$42118.65
Glendon,Statton,DE,$45590.36,17,384,47,$138953.07,2.7,1677.94,$30025.36
Washington,Louder,CA,$48925.94,9,565,61,$140825.37,3.6,4123.54,$40989.42
Homerus,Russam,CA,$42003.07,13,850,82,$180113.22,4.0,6388.03,$57670.05
Modesty,Wiley,IL,$51409.50,17,705,82,$364793.28,2.9,4800.8,$58945.92
Sterne,McGlade,PA,$58410.81,21,661,23,$95040.29,2.8,9433.81,$41105.79
Ahmed,Oboy,FL,$56046.09,20,822,53,$13603.93,2.9,9214.92,$31112.12
Neill,Cogswell,MN,$51535.47,9,541,45,$83833.15,3.9,8133.79,$31239.50
Stepha,Ballard,NE,$30087.11,29,620,51,$12052.28,3.5,4536.9,$25648.94
Nadine,Roja,NY,$56591.74,10,385,64,$327831.56,3.1,718.2,$35984.50
Jacquelin,Coney,OR,$49655.53,7,784,63,$229158.41,3.4,1343.72,$47368.15
Levy,Warhurst,TX,$57063.86,26,780,36,$395251.85,3.2,3721.39,$47856.35
Milka,Poker,FL,$51332.24,30,404,34,$416514.18,2.6,2453.81,$3460.03
Brittan,Storm,CA,$32812.35,18,498,31,$187123.94,2.6,8872.21,$61327.09
Mayne,Harome,IN,$28801.96,16,699,63,$328671.32,2.7,4726.85,$9501.77
Kyrstin,Custed,WA,$35060.10,4,654,65,$449198.27,3.8,764.98,$36758.92
Care,Coursor,MN,$37105.23,10,665,24,$476918.44,3.1,4093.24,$32782.57
Deva,Fowle,NV,$43339.64,23,757,31,$452187.11,3.2,3003.14,$7228.99
Marcellina,Kembry,ME,$41167.76,11,408,31,$321374.15,2.8,7718.37,$14240.41
Avie,Rikel,AZ,$58828.72,17,360,35,$358070.57,3.7,8134.87,$15493.43
Bernice,Sillitoe,FL,$38225.12,18,708,73,$315522.35,3.4,2922.8,$6080.89
Bennie,Lidell,MO,$37033.49,19,807,20,$79949.00,3.3,1124.11,$1375.35
Minna,McAmish,TX,$50441.86,29,647,75,$259663.26,3.7,5409.5,$10735.89
Anstice,Badcock,TX,$41816.20,1,560,77,$99096.27,2.9,2525.79,$33049.51
Saunders,Chisman,LA,$40962.08,16,701,82,$168222.49,3.3,4351.87,$52135.73
Garek,Heynen,LA,$59618.79,28,704,50,$188921.29,2.7,-621.14,$33505.16
Kristina,Ingolotti,TX,$38345.64,7,593,46,$478271.65,3.9,110.2,$20354.00
Devan,Puleston,DC,$35950.46,24,816,20,$323812.24,3.0,2007.57,$74507.48
Jocelyn,Haffard,AK,$29412.89,29,525,47,$88133.10,2.6,795.96,$73344.13
Ches,Marrable,OH,$36119.80,25,401,37,$451409.15,3.9,4722.22,$10774.15
Brandyn,Cambling,CA,$29532.32,23,355,27,$334626.85,2.6,8445.07,$16278.84
Alexandre,Twentyman,TX,$32257.83,4,426,22,$120381.52,3.6,9002.54,$62640.48
Cornie,Edds,FL,$32436.17,24,614,53,$185848.35,3.7,3342.51,$20418.17
Blythe,Greenleaf,VA,$31517.94,8,533,58,$301212.22,3.8,-147.66,$9182.60
Bowie,Cohane,CO,$57670.55,9,602,50,$56620.86,3.6,5447.77,$48278.80
Lucias,Keenleyside,NY,$38395.78,22,376,42,$184988.26,3.3,-880.36,$56402.49
Skip,Smallshaw,AL,$40718.37,12,708,63,$50926.90,3.7,1463.55,$57244.86
Gerard,Greenaway,KS,$56255.51,5,567,39,$293003.64,3.1,8764.07,$36009.65
Stoddard,Swannack,KS,$33884.81,22,597,34,$119618.67,3.2,3628.4,$19338.67
Bird,Peeter,TX,$30614.32,10,808,49,$460688.19,3.1,2726.77,$3330.44
Duncan,Galfour,MD,$31916.91,29,560,58,$15179.70,3.4,-496.15,$39203.40
Winnie,Skahill,CA,$43190.98,1,839,25,$206150.95,3.9,7178.34,$24859.55
Rodd,Bernhardi,OK,$45277.85,7,685,41,$36734.12,2.8,9327.36,$66708.57
Jecho,Gorusso,TN,$39824.62,7,495,76,$289152.11,3.2,335.48,$31522.48
Ilaire,Harbage,OK,$46570.74,5,434,85,$148604.47,3.3,4471.84,$51517.50
Gothart,Rayment,GA,$37126.94,22,405,79,$209558.75,4.0,-677.5,$27644.33
Gaspar,Richfield,GA,$34658.51,22,527,58,$274336.34,2.5,4143.56,$44496.54
Rubin,Fidler,TX,$38472.55,24,519,66,$442163.73,3.6,2835.8,$58246.57
Carlie,Evill,CO,$29956.40,13,568,67,$441394.68,3.4,1993.81,$1562.24
Ulrich,Alster,AZ,$53962.81,15,742,51,$103737.90,3.9,720.23,$61651.26
Latashia,Kezourec,ID,$49510.76,19,636,25,$390432.85,3.6,2412.58,$32500.12
Hew,Tunuy,KY,$45133.99,9,771,49,$496522.09,3.1,672.74,$64794.42
Lorene,Farrer,ND,$27186.76,5,800,40,$98388.58,3.5,3273.75,$4810.19
Jessamine,Dimitresco,TX,$36500.51,13,399,30,$302847.06,3.8,4317.75,$56072.92
Darbee,Alstead,MN,$30264.03,1,446,31,$215109.88,3.0,7118.52,$57231.77
Andrej,MacMenamie,CT,$26558.07,1,622,71,$342423.30,3.0,5088.32,$15326.20
Micaela,Hopewell,NY,$39735.77,10,391,20,$437062.75,3.4,1320.98,$67400.54
Diana,Cousans,WA,$59358.66,25,680,45,$171279.01,3.3,9216.2,$41729.13
Nadiya,Kahn,KS,$53743.70,28,547,18,$429753.69,3.8,7260.88,$15608.92
Edythe,Edgecombe,WV,$36777.19,18,689,45,$259544.65,3.2,6141.96,$24875.77
Jaquenetta,Lyle,DC,$50922.21,5,520,77,$349551.05,3.6,1824.56,$45293.46
Korie,Vautier,MN,$47762.75,15,525,75,$252674.10,2.8,9582.59,$36602.13
Golda,Warland,WV,$54399.55,13,423,26,$443583.61,2.6,234.57,$74550.64
Annemarie,Pedrielli,TX,$45562.87,22,823,31,$115921.10,3.9,8126.09,$45067.60
Maxi,Lackham,AK,$54098.63,16,665,76,$277760.00,3.3,8291.79,$68513.08
Charin,Bilverstone,MN,$44478.14,26,622,19,$498803.94,2.6,1931.28,$23330.89
Jermayne,Dourin,CA,$48806.60,20,635,77,$222780.07,3.3,1011.61,$74849.80
Ardis,Errett,MN,$28982.25,28,841,81,$141035.07,3.9,373.02,$61411.38
Zenia,Bode,DC,$40908.87,29,843,18,$460719.60,3.3,8986.0,$52285.08
Brit,Nevill,PA,$41767.48,28,514,57,$277385.48,3.3,9842.22,$30976.93
Loni,Ricciardello,CA,$48396.44,19,371,20,$234270.65,3.2,1676.6,$62949.37
Alister,Mayling,LA,$26885.06,1,595,44,$386695.70,3.5,1342.72,$48188.56
Marlie,Callender,MN,$53770.13,4,726,40,$58671.62,2.6,2000.93,$2691.23
Nigel,Woodyer,IN,$44124.53,14,389,29,$266188.80,3.0,7245.45,$54234.64
Hildy,Methuen,TX,$47612.27,8,793,66,$436425.64,2.6,-51.77,$41493.31
Frasquito,MacRorie,CA,$45582.88,7,525,68,$161327.82,2.8,9216.86,$44001.74
Robin,Floyde,GA,$28522.72,20,424,69,$292374.59,2.6,2124.5,$63483.51
Eva,Daddow,NC,$27019.18,10,760,80,$10842.97,3.6,3261.2,$1123.28
Carlene,Perfili,DC,$27947.40,30,622,80,$206688.44,3.9,4827.58,$51347.89
Mischa,Ludee,FL,$49673.88,1,785,49,$24955.64,3.9,3608.26,$54348.51
Daveen,Flieg,NY,$40996.12,30,371,85,$218630.02,3.0,-472.58,$14978.49
Ruthe,Craigmyle,TX,$30146.66,21,731,34,$38084.46,3.2,6191.03,$45773.12
Odell,Lyffe,MA,$47942.55,6,672,25,$271167.63,3.3,7913.66,$65891.29
Brittney,Grinov,AL,$38858.74,24,653,43,$381084.58,4.0,7877.41,$58490.84
Lothaire,Jewett,KS,$35667.56,21,705,42,$487379.59,3.9,1753.37,$68666.21
Farr,Lanham,TN,$31068.70,15,713,54,$343110.52,4.0,8940.56,$40338.21
Cornie,Gerhartz,CA,$43894.38,1,763,61,$268540.75,3.4,7114.25,$66036.96
Rodney,Tonn,GA,$28241.41,22,693,60,$455407.07,3.7,3896.19,$70312.25
Aggi,Arlt,PA,$51288.59,26,589,85,$155632.04,3.0,4137.97,$20166.35
Kaela,Vassie,PA,$56021.76,17,808,84,$457859.38,2.6,1503.72,$56209.93
Tanhya,Matusiak,MN,$51371.25,29,575,80,$421439.54,3.5,2553.49,$54761.64
Charleen,Ballsdon,WV,$26778.61,9,762,84,$92717.20,2.9,3339.33,$36006.13
Ad,Down,AZ,$53754.20,19,631,21,$432835.20,3.2,8097.51,$40388.85
Ebonee,Muggleton,VA,$59516.55,2,576,53,$338870.18,3.3,101.66,$10935.22
Carlin,Geely,TX,$39926.51,2,536,52,$3258.47,2.6,4082.29,$32495.25
Sarge,Sebrook,TX,$56745.08,28,565,59,$330475.05,4.0,-2.67,$15875.03
Erin,Felten,MO,$37656.33,23,721,85,$120680.28,3.2,5220.15,$38856.75
Terza,Shevlan,CA,$31862.78,24,493,44,$219497.76,3.0,3857.32,$45724.30
Lezlie,Mariner,OH,$51558.60,12,548,68,$26495.49,3.2,2174.04,$13790.91
Griffith,Kleinpeltz,FL,$56231.13,23,372,31,$309438.77,4.0,3317.5,$12604.63
Dara,Murrey,CA,$59459.66,2,607,77,$466680.49,2.8,2766.36,$19749.30
Jan,Chiommienti,VA,$44073.13,15,668,21,$268944.71,3.6,230.39,$35715.44
Elene,Haly,MN,$27128.82,28,623,36,$17105.63,2.8,9242.05,$65744.98
Nap,Megroff,NM,$29300.88,26,436,41,$172946.39,2.6,7685.9,$56834.17
Rube,Gwyer,IL,$52727.30,16,836,29,$256759.72,3.7,890.09,$12920.98
Odelle,Letts,WI,$37792.33,2,377,21,$71328.80,3.3,4115.56,$42184.46
Kathryn,Aps,TX,$40761.97,27,792,80,$454462.36,3.5,6730.07,$13985.49
Franky,Alenin,AL,$46771.17,23,685,43,$61985.58,3.6,7584.91,$9871.98
Lewie,Miquelet,FL,$50593.16,13,669,25,$390007.17,3.2,9325.01,$34016.15
Jason,Laborde,MD,$29656.10,27,532,61,$230495.12,3.0,8074.83,$38322.15
Michell,Thorburn,FL,$46364.90,4,753,70,$215305.29,3.4,7942.31,$47032.61
Waite,Titterrell,CA,$50750.95,5,406,28,$433897.58,3.6,7548.86,$68906.41
Daniela,Richardson,TX,$58916.49,28,555,58,$393525.70,3.9,9925.28,$49500.47
Levy,Battye,IA,$43272.48,29,777,22,$333188.12,3.0,-512.22,$60042.63
Enoch,Boorn,OH,$31792.96,3,411,35,$412331.26,3.0,6385.8,$10011.58
Bradford,Varga,MI,$59657.63,5,741,71,$413605.04,3.3,7978.06,$34013.73
Alyda,Cahalan,AL,$46023.38,20,485,82,$383636.77,3.3,3331.45,$11520.12
Mary,Robertucci,FL,$58961.32,27,674,38,$290775.61,2.7,5608.69,$34171.02
Olva,Venables,CA,$34557.07,9,812,21,$294714.65,3.6,8030.18,$6499.87
Sidonnie,Howison,MO,$40088.96,12,743,66,$344016.31,3.8,3031.57,$30811.94
Alina,Pease,CA,$54254.45,30,640,76,$397511.95,2.8,4149.16,$64091.75
Cale,Lammerich,LA,$46385.46,25,717,38,$140863.79,3.8,6980.27,$751.97
Kristina,Gioan,DC,$43099.00,2,815,29,$471109.79,3.1,4727.59,$36566.11
Jaquelin,McGreal,OH,$34686.16,14,789,21,$276854.98,3.7,7416.61,$5417.09
Sollie,Canon,IL,$58380.82,14,730,63,$17355.39,2.6,8437.84,$63675.18
Hedy,Asquez,MO,$30269.17,4,780,85,$294148.65,3.3,1846.6,$15263.57
Gavin,Bathow,VA,$58053.92,8,409,82,$48019.52,2.6,101.8,$8784.49
Haskell,Redler,CA,$50319.70,22,563,66,$187243.35,2.8,8469.18,$13814.79
Allyce,Dunphie,NC,$42482.66,19,632,25,$157335.15,3.8,6460.77,$63675.21
Amalle,Silberschatz,NV,$51469.02,19,398,44,$485743.66,2.5,9643.83,$29005.44
Henrieta,Burchnall,IN,$40275.15,12,744,36,$296372.54,3.0,3014.83,$47093.59
Claudius,Mordon,AZ,$57429.23,14,458,70,$92391.24,3.5,8890.15,$28308.52
Celeste,Milburne,AR,$35110.51,15,650,40,$345371.43,3.7,5136.94,$74628.73
Eugine,Ganning,OR,$57185.87,15,440,72,$336002.38,3.0,6089.71,$60880.62
Leia,True,IA,$29953.65,30,420,53,$302463.70,3.8,8508.35,$66710.70
Teodoor,Drayson,VA,$38534.56,5,807,84,$265836.25,3.3,9520.64,$74469.73
Skipper,Davidovitz,TX,$52368.40,13,502,27,$28064.38,3.4,9065.58,$26204.60
Danny,Whyman,TX,$31774.11,11,816,49,$340392.13,3.4,4546.77,$55553.37
Ruggiero,Whitlock,CA,$38496.46,5,815,38,$214679.38,2.8,-562.06,$2177.17
Brandtr,De Clairmont,TN,$46444.22,16,810,66,$266307.05,3.1,6186.22,$64567.24
Annnora,Crowson,GA,$27480.22,19,689,84,$369448.02,3.7,-12.21,$64765.00
Armando,Christofor,MN,$53965.56,9,536,40,$85967.58,2.9,2696.82,$27498.12
Cheri,Conibeer,OH,$46986.49,6,642,40,$333052.00,2.9,938.38,$33690.25
Alfonse,Carlin,DC,$27580.59,18,669,45,$383333.41,3.6,536.35,$73688.53
Nichol,Petrie,NV,$52582.15,30,696,56,$261196.10,3.2,6640.13,$46248.63
Eveline,Dellenbrok,DC,$38509.75,28,643,77,$361624.13,2.5,1920.21,$13410.15
Caspar,McGaugey,CA,$46229.85,29,789,23,$137705.99,3.5,-970.99,$19496.05
Christyna,McClaughlin,VA,$55285.32,18,459,55,$305769.21,2.8,731.25,$10131.83
Rene,Nana,CA,$38876.67,30,749,84,$60587.79,2.7,7193.77,$13757.59
Les,Merriott,TX,$38041.45,25,377,77,$444846.70,3.5,3646.87,$26917.87
Ferris,Bolter,NC,$54902.66,1,551,38,$327492.36,3.7,4875.32,$52476.69
Jay,Hurleston,DC,$26971.38,14,360,21,$374051.03,3.8,4345.61,$22016.07
Othella,Standering,FL,$45588.02,22,451,46,$391864.78,3.0,2559.92,$48154.64
Marcel,Runacres,NV,$30271.85,2,554,38,$470633.03,3.7,5519.68,$52960.06
Melody,Turbern,CT,$40671.03,1,676,27,$317208.60,2.7,4846.09,$69698.38
Meade,Depport,IA,$38489.48,22,833,53,$53229.41,3.3,3369.08,$50489.99
Isaiah,MacCracken,FL,$46142.30,26,574,45,$82036.55,3.1,1058.31,$59794.60
Jobie,Edmeades,SD,$35885.68,22,744,61,$206768.85,3.0,2206.48,$25104.75
Rosamund,Duffil,FL,$38502.95,13,703,78,$360043.17,2.5,7807.63,$34500.75
Jasmina,Zold,PA,$57561.97,28,417,81,$282097.22,3.0,140.52,$29793.04
Giovanni,Hadlow,MI,$44913.33,30,401,71,$480349.15,3.6,5152.67,$32547.42
Geoffrey,Szach,IA,$41901.65,8,716,37,$402226.55,3.5,8604.0,$24419.12
Keelby,Marians,SD,$44217.53,2,451,74,$104002.60,3.8,6566.1,$46325.10
Sanderson,Buske,KY,$41815.85,20,360,77,$244340.05,2.9,2771.93,$25069.19
Ileana,Gobeaux,NY,$40064.27,9,676,36,$249756.69,3.5,1205.88,$34908.83
Fifi,McDonand,GA,$37576.79,27,380,77,$164924.42,3.6,6877.12,$26892.67
Hieronymus,Chaloner,CO,$56970.94,1,831,31,$90.67,3.7,1774.72,$70180.19
Isadora,Brettle,CA,$47551.92,30,735,40,$451981.02,2.6,9466.24,$58177.55
Faun,Guilloux,GA,$30292.43,26,743,83,$381145.53,2.5,6495.06,$34374.60
Roby,Carletti,WI,$56288.86,12,759,47,$401309.84,3.1,4380.01,$23233.15
Reena,Beevers,TX,$51240.43,18,545,73,$463015.54,3.6,2598.71,$43992.80
Dwain,O'Doghesty,CA,$57790.33,3,774,79,$246239.69,3.0,3284.46,$50474.46
Sidnee,Fransseni,WV,$45641.60,25,495,65,$223170.38,3.5,739.32,$41772.85
Shaw,Garci,TX,$54454.02,20,617,25,$495213.13,2.6,2005.98,$66574.39
Marshal,Caldron,VA,$44645.56,10,676,51,$409528.10,3.3,-802.92,$2645.05
Elyse,Whatsize,MO,$47582.76,9,395,51,$11112.51,3.2,4030.08,$6692.50
Nadeen,Vedenisov,OH,$32468.84,15,686,65,$10468.61,3.3,4634.53,$68139.19
Tresa,Hazley,OH,$59627.48,26,394,22,$103860.28,3.1,4055.31,$26543.31
Anitra,Boaler,FL,$31376.88,17,803,18,$191819.18,3.1,4367.77,$71563.34
Desiri,Boxell,FL,$59868.04,9,451,19,$119876.27,3.3,7158.47,$67891.10
Dar,Footer,NC,$41237.20,19,647,49,$482638.37,3.2,7412.02,$43854.57
Jannelle,Shoubridge,CA,$47930.96,2,763,69,$310297.19,3.5,1519.69,$56671.56
Alena,Ecles,OH,$36415.20,5,662,23,$126703.34,3.7,3830.6,$30248.36
Vern,Janway,CA,$37283.45,19,770,33,$83694.22,4.0,9231.94,$24548.45
Melosa,Anney,TN,$28925.69,16,385,62,$339224.74,3.3,4577.13,$28744.16
Ilsa,Lauret,TX,$54380.56,14,767,72,$253523.23,3.8,-141.39,$41844.42
Any,Tugwell,DC,$57608.58,17,541,75,$91875.00,3.7,473.06,$62674.87
Ilse,Clunie,AL,$37896.38,20,516,71,$358175.89,2.9,8390.22,$56241.51
Irvine,Wisniewski,PA,$30998.63,23,744,75,$3027.86,3.6,1486.19,$49112.79
Hewett,Vischi,CT,$59093.36,4,618,52,$396596.25,3.3,6401.52,$34136.53
Vivianna,Lowdes,GA,$51755.09,4,511,42,$477452.65,2.9,9164.99,$10804.56
Bancroft,Antosch,GA,$44025.02,2,684,67,$375168.26,3.9,6041.6,$7042.98
Granville,Schops,TX,$57511.99,11,576,24,$85834.08,3.8,7404.5,$33334.76
Claiborn,Fawdrie,MN,$54505.02,7,387,37,$219255.85,3.1,9000.18,$4517.34
Mervin,Guyer,MN,$43315.70,22,460,19,$403750.03,3.0,361.28,$25048.56
Patric,Babin,IL,$37194.82,12,398,65,$343209.36,3.9,884.3,$44024.83
Son,Feldmann,NY,$43454.32,22,453,66,$447514.74,3.2,2223.6,$73766.43
Annnora,Aslen,AL,$46479.79,18,700,22,$493921.77,3.9,745.46,$50534.28
Paule,Searchfield,NY,$59504.83,1,382,70,$252773.69,3.7,7987.72,$68029.59
Trixie,Huton,MN,$32117.75,3,533,83,$269493.00,3.0,5376.65,$21619.22
Sterne,Gilliver,CA,$28349.26,18,352,47,$172784.74,3.7,306.47,$14549.04
Kate,Pettyfar,WA,$57697.07,28,372,40,$229076.95,3.6,759.01,$55732.25
Orren,Widdison,AL,$32737.67,19,634,20,$276926.55,3.7,9048.07,$17653.95
Cordie,Godard,GA,$37150.23,3,713,76,$274525.96,2.9,3041.4,$34132.63
Hammad,Buard,CA,$49470.58,15,804,56,$37224.06,3.5,1626.75,$55214.26
Viva,Ofen,IL,$29305.33,28,696,55,$57449.84,3.2,9993.92,$37988.56
Oren,Largent,TX,$27392.33,16,522,57,$124528.50,3.7,-630.22,$71425.19
Nilson,Maroney,MI,$53553.87,19,596,55,$34685.13,3.8,2911.76,$16192.62
Rosy,Swett,CT,$53827.37,5,519,71,$173318.13,2.8,6454.22,$47493.64
Cordelie,Capstake,TX,$41426.18,27,617,78,$106055.83,3.7,5173.15,$53424.99
Jude,Elsie,MI,$43883.18,2,665,28,$159844.03,3.0,2983.47,$32991.20
Mallory,McCalister,NC,$33012.89,12,552,74,$422029.89,3.1,-671.32,$47233.99
Alanna,Maddams,CT,$32203.14,28,497,70,$403551.65,3.7,4895.78,$72814.41
Stanislaus,Bourget,CA,$44659.70,23,483,50,$259208.66,3.6,34.99,$9619.84
Alleyn,Kain,FL,$58282.90,11,769,31,$250306.43,3.8,2596.39,$3414.34
Tobin,McGarrell,MN,$44730.12,20,380,70,$190644.21,4.0,7177.62,$50507.05
Glennis,Brigham,TX,$59985.51,16,761,38,$498098.67,2.7,3110.63,$16481.34
Nathalia,Sperling,TX,$31802.23,16,468,50,$323880.37,3.1,8407.22,$53454.16
Cart,Keuntje,TX,$31461.54,23,403,35,$349692.78,3.0,7949.86,$54742.22
Clayborne,Drejer,NY,$33551.48,8,757,82,$240174.31,4.0,9750.32,$59131.33
Hughie,Boole,MT,$51903.54,9,699,18,$411661.88,2.8,-816.3,$72517.74
Aaren,Woolacott,DC,$54509.87,16,490,48,$133202.95,3.9,3756.21,$10233.29
Haskel,Wreakes,NC,$41159.61,19,601,23,$106593.53,3.3,6288.05,$72091.01
Clive,Flaxon,NY,$53158.22,8,694,38,$385720.63,2.5,9131.88,$17973.55
Rochester,Butterfint,IA,$56318.08,14,652,81,$166057.75,2.8,-568.45,$57812.09
Caty,Baudassi,CA,$47607.58,29,505,25,$356954.86,2.7,5798.68,$30807.23
Abigail,Darrach,TX,$58299.53,7,713,33,$100185.71,3.1,8159.85,$42983.87
Don,Langran,CT,$44916.81,8,538,41,$452900.37,3.0,8741.76,$47847.19
Ramon,Midghall,WI,$40280.84,22,470,71,$235812.00,3.5,1904.44,$18111.90
Hedy,Baudrey,FL,$48106.36,24,454,74,$164571.68,2.7,549.63,$39798.74
Elayne,Wogden,NY,$55880.32,17,802,68,$331104.49,3.0,5532.12,$71187.72
Hans,Dunham,AL,$34595.51,8,533,53,$103465.28,2.9,2364.95,$14869.40
Finn,Terbrugge,SC,$47952.52,11,723,37,$435289.80,2.7,294.55,$20924.96
Carolyn,Kendred,NY,$57843.13,9,811,21,$476718.39,3.4,2962.14,$16946.03
Howie,Eddis,OH,$45521.20,29,765,47,$335023.78,3.9,8354.01,$32306.70
Christopher,Czapla,AR,$32630.83,8,391,77,$121569.70,3.4,160.49,$45533.02
Tedman,Belshaw,GA,$54445.92,4,432,24,$439836.89,2.9,1681.48,$51307.38
Ramona,Trobey,NY,$56804.00,22,844,30,$30805.45,2.9,594.56,$2678.23
Somerset,Hembling,MI,$53907.22,3,624,51,$426842.52,3.9,6437.45,$55772.11
Ferdie,Lineker,DC,$48965.64,1,511,35,$481329.30,2.8,6751.37,$63720.54
Gage,Smy,WA,$42417.77,20,682,52,$299617.89,3.0,6112.84,$19987.08
Ike,Midner,ND,$38115.49,18,712,40,$316466.40,4.0,7538.35,$52109.99
Rosetta,McConnulty,KY,$34294.78,29,455,33,$276104.08,3.9,7274.19,$13060.12
Vassili,Seymark,NE,$47462.62,18,603,79,$456315.76,3.7,7370.29,$59690.64
Gratiana,Ellam,PA,$50821.02,6,416,35,$45388.27,3.2,5777.96,$16167.06
Rutherford,Sweeten,FL,$32529.57,5,725,81,$460411.31,3.0,9916.29,$56165.05
Odey,Lynde,GA,$58189.71,29,423,80,$45560.65,3.0,6353.63,$21908.43
Bendicty,Walpole,KY,$28028.34,26,646,22,$490093.82,3.0,51.55,$12703.28
Ansley,Shailer,MD,$42108.11,23,366,24,$107788.80,3.1,5902.32,$37128.61
Roseann,Northedge,TX,$57007.64,1,729,73,$411761.15,3.6,5138.85,$26565.84
Patti,Halleday,OH,$46908.11,11,771,25,$496433.39,3.1,8410.49,$8723.44
Hortensia,Geratasch,OH,$54264.38,5,430,38,$471192.22,3.4,608.17,$73013.03
Arabela,Dabling,PA,$29414.81,29,730,22,$337701.33,3.3,6994.43,$47195.83
Humbert,Acreman,CA,$57146.50,23,640,74,$445548.54,3.8,6006.77,$8587.08
Linc,Glusby,MN,$51058.30,27,738,24,$51377.17,2.6,5301.92,$60994.89
Jori,Borg,CA,$52033.68,11,511,21,$15083.19,3.3,3296.89,$64597.29
Raquel,Dalgarno,PA,$58641.90,5,672,34,$243127.20,3.2,9689.27,$71705.79
Avivah,Jencey,FL,$31590.93,16,362,60,$316348.41,3.7,2808.4,$11216.04
Sena,Mathou,NY,$53525.03,2,818,75,$25227.80,2.7,9716.15,$57874.30
Belita,Smeed,LA,$48301.45,17,747,33,$187665.18,3.6,7516.78,$19941.88
Mitch,Hurdedge,TX,$46099.04,5,811,22,$86188.92,2.7,2428.99,$14860.70
Mayor,Cregeen,MO,$49180.54,14,511,19,$98357.31,3.2,3850.08,$62817.98
Roselin,Rontsch,WA,$38850.67,15,547,33,$265578.77,2.8,351.08,$36776.94
Hoyt,Harhoff,CA,$33385.12,24,425,68,$341605.75,4.0,3998.96,$48970.52
Mickie,Pavlata,IN,$30784.98,16,611,54,$221897.15,3.2,118.03,$8597.50
Geoffrey,Bushnell,HI,$57268.25,23,726,81,$426917.44,3.2,3573.76,$30268.16
Miltie,Siley,TX,$40776.64,21,418,70,$358635.14,4.0,7007.54,$9486.89
Nanon,Murrhardt,TX,$28568.48,22,607,45,$43959.58,3.8,3416.85,$27850.46
Benedikt,Ferrige,FL,$27401.03,13,417,54,$21751.62,3.0,-349.09,$17191.80
Hinze,Roan,CA,$33333.25,18,494,19,$22599.51,2.9,9589.77,$56385.12
Heall,Rundle,UT,$27387.52,12,780,48,$63260.16,2.9,5366.54,$227.01
Kin,Woofenden,IA,$50594.00,23,555,81,$314456.77,4.0,1436.76,$56235.56
Dulcea,Spilstead,PA,$44250.14,12,451,50,$193980.03,3.8,6992.4,$60771.99
Taryn,Adam,CA,$44738.14,16,365,77,$144885.56,4.0,4327.86,$37629.59
Hasheem,Rollo,DC,$59065.28,26,759,44,$415004.16,3.7,8736.47,$21180.22
Nicko,Odda,TX,$40245.68,2,586,66,$25601.56,2.8,6545.76,$73067.01
Katlin,Roft,FL,$52441.60,30,680,72,$122706.68,4.0,3879.1,$47560.00
